z,point_estimate,lower_ci,upper_ci
5.6,0.9897317027062987,0.97997979910523,0.9933346225377921
5.7,0.9915240340868396,0.9832206713465758,0.9945488917766718
5.8,0.9930337762791839,0.9859878632441933,0.9955622112020396
5.9,0.994299683689882,0.9883598746994311,0.9964033757709497
6.0,0.9953562447255798,0.9903784885526338,0.9971009902588688
6.1,0.9962339686288412,0.9920976396858229,0.9976753787971956
6.2,0.9969596868300404,0.9935539112713755,0.9981445324146591
6.3,0.9975568599735785,0.9947782232041212,0.9985267737053232
6.4,0.9980458835936985,0.99577384551446,0.9988359999661108
6.5,0.9984443869314658,0.9965834091094978,0.999084894933615
6.6,0.9987675206495247,0.9972407723160994,0.9992843577268846
6.7,0.9990282302597143,0.997772085204682,0.9994432099144959
6.8,0.9992375129680129,0.9982115901454839,0.9995687754795461
6.9,0.9994046563914697,0.9985730259293999,0.9996678587673632
7.0,0.9995374582355201,0.9988682299330186,0.9988682299330186
7.1,0.9996424265541447,0.9991058606359676,0.9998056033247349
7.2,0.999724960661879,0.9992921356348498,0.9998523278927112
7.3,0.9997895131346493,0.9994367141492181,0.9998882632634283
7.4,0.9998397336326772,0.9995522890430328,0.9999158273021703
7.5,0.9998785955091287,0.9996454697061543,0.9999368754551167
7.6,0.9999085063382422,0.9997203952656628,0.9997203952656628
7.7,0.9999314036119502,0.9997803865294724,0.9999649801681227
7.8,0.999948836920368,0.9998282157189579,0.9999740953021801
7.9,0.999962037955199,0.9998661854341472,0.9999809254330788
8.0,0.9999719796625517,0.9998961986341515,0.9999860183944934
8.1,0.9999794258294595,0.9999198201703295,0.9999898160501521
8.2,0.9999849723229804,0.9999383304855634,0.9999383304855634
8.3,0.9999890811182603,0.9999527721375742,0.9999946687734276
8.4,0.9999921081580182,0.9999639898226386,0.9999961709726907
8.5,0.9999943259855544,0.999972664573348,0.9999972640302786
8.6,0.9999959419908786,0.9999793427847642,0.9999980553972608
8.7,0.9999971130084221,0.9999844606916458,0.999998624176913
8.8,0.9999979569077798,0.9999883648789861,0.9999990324771646
8.9,0.9999985617280533,0.9999913293620328,0.9999993220877558
9.0,0.9999989928229867,0.9999935697228831,0.9999935697228831
