"paper.id","meta.analysis.paper","meta.analysis.id","meta.analysis.year","study","study.year","eff.size.measure","grouped_es","eff.size","var.eff.size","se.eff.size","z","key","study2","dup"
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts55",2009,"z.r","Zr",-0.450189573,0.001102536,0.0332044575320845,-13.5581065453334,"7_munguia-rosas.et.al.2011.ecoletts55_2009","munguiarosasetal2011ecoletts55_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts61",2009,"z.r","Zr",-0.342828254,0.025641026,0.160128154925984,-2.14096174503769,"7_munguia-rosas.et.al.2011.ecoletts61_2009","munguiarosasetal2011ecoletts61_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts61",2009,"z.r","Zr",-0.174757577,0.034482759,0.185695339198376,-0.941098348264457,"7_munguia-rosas.et.al.2011.ecoletts61_2009","munguiarosasetal2011ecoletts61_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts68",2009,"z.r","Zr",-0.273896255,0.001529052,0.0391030945067011,-7.0044649523342,"7_munguia-rosas.et.al.2011.ecoletts68_2009","munguiarosasetal2011ecoletts68_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts76",2009,"z.r","Zr",0.20597436,0.00131406,0.036249965517225,5.6820567153954,"7_munguia-rosas.et.al.2011.ecoletts76_2009","munguiarosasetal2011ecoletts76_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts87",2010,"z.r","Zr",-0.081087953,0.004201681,0.0648203748832109,-1.25096396227419,"7_munguia-rosas.et.al.2011.ecoletts87_2010","munguiarosasetal2011ecoletts87_2010",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts28",1983,"z.r","Zr",-0.512640508,0.058823529,0.242535624187458,-2.11367096985214,"7_munguia-rosas.et.al.2011.ecoletts28_1983","munguiarosasetal2011ecoletts28_1983",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts28",1983,"z.r","Zr",-0.290940262,0.058823529,0.242535624187458,-1.1995774351694,"7_munguia-rosas.et.al.2011.ecoletts28_1983","munguiarosasetal2011ecoletts28_1983",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts28",1983,"z.r","Zr",0.096296554,0.058823529,0.242535624187458,0.397040864914638,"7_munguia-rosas.et.al.2011.ecoletts28_1983","munguiarosasetal2011ecoletts28_1983",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts28",1983,"z.r","Zr",0.147050852,0.058823529,0.242535624187458,0.606306197255142,"7_munguia-rosas.et.al.2011.ecoletts28_1983","munguiarosasetal2011ecoletts28_1983",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts28",1983,"z.r","Zr",0.386107852,0.142857143,0.377964473198209,1.02154535513056,"7_munguia-rosas.et.al.2011.ecoletts28_1983","munguiarosasetal2011ecoletts28_1983",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts28",1983,"z.r","Zr",0.323867791,0.058823529,0.242535624187458,1.33534111570216,"7_munguia-rosas.et.al.2011.ecoletts28_1983","munguiarosasetal2011ecoletts28_1983",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",21,2011,"munguia-rosas.et.al.2011.ecoletts15",1998,"z.r","Zr",-0.188810788,0.012345679,0.111111111055556,-1.69929709284965,"7_munguia-rosas.et.al.2011.ecoletts15_1998","munguiarosasetal2011ecoletts15_1998",FALSE
